train_id,brake_pad_wear_pct,door_cycles,hvac_pressure_psi,traction_motor_temp_c,mileage_km,days_since_ibl,past_30d_delays,past_30d_faults,brake_risk,door_risk,hvac_risk,traction_risk,next_day_failure_prob,failure_event
KM-111,77.89,33430,72.11,62.43,87247.9,47,0,2,0.6066,0.4301,0.0705,0.0,0.334,0
KM-109,45.29,77721,50.57,90.67,66996.9,122,1,0,0.2551,0.9576,0.7603,0.5904,0.5988,0
KM-118,54.22,44309,55.15,47.63,34006.2,93,3,2,0.444,0.5722,0.5336,0.0,0.4051,0
KM-109,22.72,60234,57.44,69.4,171778.5,76,1,1,0.1016,0.7333,0.4165,0.0,0.3022,0
KM-106,22.11,26372,71.78,101.62,173023.7,80,2,1,0.1489,0.2693,0.12,0.9035,0.3241,0
KM-101,46.24,32312,45.69,78.91,140034.7,86,3,1,0.3638,0.3367,0.9012,0.2544,0.4426,1
KM-110,33.95,21022,65.51,50.72,80022.9,121,2,1,0.2153,0.2147,0.1815,0.0,0.1653,0
KM-102,94.39,54574,53.01,68.55,136996.4,163,0,0,0.891,0.5634,0.7241,0.0,0.5975,1
KM-117,75.88,5956,59.74,66.51,119910.4,114,3,2,0.7258,0.1803,0.3813,0.0,0.3754,0
KM-122,83.01,35540,47.87,70.88,130853.0,56,3,0,0.8391,0.2961,0.7692,0.0252,0.5266,0
KM-107,81.13,8812,54.68,91.82,88358.8,143,1,0,0.7082,0.0366,0.6273,0.6235,0.5071,1
KM-116,81.95,61315,62.26,66.86,56667.3,165,1,1,0.7216,0.751,0.357,0.0,0.5117,0
KM-124,36.73,62250,58.05,72.8,12945.6,116,1,0,0.1849,0.6864,0.4521,0.0799,0.3427,0
KM-125,58.14,35148,65.31,57.03,40626.2,85,1,0,0.388,0.2912,0.1275,0.0,0.2341,0
KM-112,25.19,46475,65.97,95.91,78960.1,50,2,0,0.1634,0.4428,0.075,0.7402,0.3309,1
KM-116,86.17,28127,66.69,77.55,31180.3,16,0,1,0.7426,0.2885,0.024,0.2157,0.38,1
KM-109,29.2,70087,41.48,60.92,110271.9,111,2,1,0.1852,0.9,1.0,0.0,0.4898,0
KM-109,45.39,21583,46.31,50.89,145615.7,151,0,1,0.2061,0.2201,0.9742,0.0,0.322,1
KM-109,22.57,22644,47.47,84.91,32532.1,81,4,0,0.2509,0.1506,0.8227,0.426,0.3752,1
KM-104,39.59,71482,67.38,52.46,144570.8,33,2,2,0.2568,1.0,0.0495,0.0,0.3498,0
KM-119,43.66,40194,56.88,52.11,173264.8,147,1,1,0.2407,0.4361,0.5453,0.0,0.3023,0
KM-123,33.49,20477,63.54,92.8,48831.9,119,3,1,0.2622,0.2095,0.2367,0.6515,0.3218,0
KM-121,32.61,17523,61.75,65.04,133222.3,78,1,0,0.1563,0.1025,0.2472,0.0,0.1298,0
KM-109,66.69,27049,47.19,67.89,176858.7,84,2,0,0.5448,0.1966,0.8384,0.0,0.4075,0
KM-124,94.13,56633,72.94,99.88,7009.1,62,1,1,0.9361,0.6756,0.093,0.8538,0.6859,1
KM-105,22.08,15256,52.13,68.86,51248.3,10,3,1,0.1988,0.1633,0.5299,0.0,0.2164,0
KM-115,90.63,69136,43.22,80.94,114138.5,111,3,1,0.9713,0.8834,1.0,0.3126,0.8233,0
KM-106,33.16,37963,48.73,45.12,35464.3,83,0,0,0.11,0.3269,0.7752,0.0,0.2752,0
KM-122,89.52,2813,61.88,67.41,13835.6,113,2,1,0.9013,0.0866,0.2942,0.0,0.3959,0
KM-114,21.97,25351,47.51,84.9,92157.1,27,1,2,0.0983,0.3384,0.74,0.4257,0.3521,0
KM-109,44.45,69498,60.63,81.8,116595.4,170,1,2,0.2476,0.9697,0.4298,0.3371,0.4825,0
KM-101,24.3,6039,71.89,66.29,79335.0,62,2,5,0.159,0.4207,0.093,0.0,0.1794,0
KM-110,51.22,2014,65.83,76.29,16980.3,73,0,1,0.2624,0.084,0.1095,0.1796,0.1707,0
KM-101,85.58,19257,67.56,72.26,115293.3,107,3,0,0.8824,0.1181,0.1605,0.0646,0.3834,0
KM-118,79.23,11751,55.54,46.31,57683.1,135,0,2,0.6277,0.2163,0.581,0.0,0.39,0
KM-114,6.03,57704,72.34,51.71,95374.3,92,4,0,0.2036,0.6126,0.138,0.0,0.252,0
KM-124,54.8,58620,65.99,49.6,157711.3,55,0,2,0.3004,0.7872,0.0825,0.0,0.3184,0
KM-107,25.86,24408,43.59,68.56,101840.0,35,1,2,0.1169,0.3285,0.9089,0.0,0.3048,0
KM-125,6.19,60848,45.61,85.42,36369.3,46,1,0,0.0538,0.6633,0.8445,0.4405,0.4417,0
KM-121,69.69,42605,67.63,62.81,99739.7,158,0,0,0.4856,0.3886,0.237,0.0,0.3145,0
KM-114,15.93,44939,44.14,57.71,59425.4,167,0,0,0.0254,0.421,1.0,0.0,0.3141,0
KM-115,72.45,55935,61.57,78.41,77760.6,19,2,0,0.6248,0.5846,0.1657,0.2404,0.4461,0
KM-113,83.35,44937,40.77,101.71,126909.8,64,3,0,0.8447,0.421,1.0,0.9059,0.7821,0
KM-103,23.39,1192,40.63,92.57,17083.0,131,3,0,0.2047,0.0018,1.0,0.6447,0.401,0
KM-124,72.74,34272,70.6,57.21,27292.6,118,2,2,0.6291,0.4404,0.177,0.0,0.3657,1
KM-125,77.32,44442,49.83,57.48,12347.5,6,1,1,0.6478,0.4941,0.6158,0.0,0.4734,0
KM-113,45.54,7476,68.13,71.01,179506.9,123,0,0,0.2074,0.0286,0.1845,0.0288,0.1224,1
KM-114,38.53,28197,53.11,67.17,12930.9,107,4,1,0.3484,0.2893,0.6362,0.0,0.3215,1
KM-116,10.98,22639,54.91,77.88,96187.8,62,2,1,0.1121,0.2305,0.4965,0.2252,0.2412,0
KM-107,64.62,36710,71.16,90.0,163940.0,131,3,1,0.5676,0.3908,0.1965,0.5714,0.45,0
KM-111,29.38,61935,60.6,56.12,109960.0,130,2,0,0.1863,0.6812,0.3711,0.0,0.3097,1
KM-102,17.03,50522,68.76,84.57,144342.3,128,2,1,0.129,0.5819,0.192,0.4163,0.3123,0
KM-121,67.52,67458,60.84,60.88,120844.6,132,4,0,0.6559,0.7743,0.3646,0.0,0.496,1
KM-105,28.36,67629,54.53,98.31,149257.2,60,0,1,0.0804,0.8573,0.5087,0.8088,0.506,0
KM-124,34.28,79278,74.87,94.52,152852.5,75,7,0,0.4675,0.9865,0.1125,0.7007,0.5729,0
KM-115,32.36,64344,73.64,98.5,153606.3,158,1,0,0.1547,0.7213,0.237,0.8144,0.4448,1
KM-114,87.49,53656,66.68,47.34,151495.9,99,2,0,0.8655,0.5493,0.1485,0.0,0.47,1
KM-119,44.81,34340,53.62,58.73,109449.1,152,1,1,0.2508,0.3612,0.6831,0.0,0.3147,0
KM-121,93.3,15211,70.14,72.67,169488.1,14,0,1,0.8705,0.1629,0.021,0.0763,0.3649,0
KM-118,14.91,37182,64.18,86.83,118511.8,150,0,1,0.0222,0.3969,0.2578,0.4808,0.2547,0
KM-112,8.81,62169,63.37,95.24,34702.5,148,1,0,0.0578,0.6851,0.2871,0.7212,0.3931,0
KM-108,77.25,57541,71.86,83.34,171868.6,13,0,1,0.5968,0.69,0.0195,0.3812,0.4615,0
KM-111,58.36,23439,60.79,87.16,16642.3,158,2,1,0.4405,0.2386,0.4053,0.4902,0.3929,0
KM-115,66.51,60546,65.81,62.19,145462.1,163,0,0,0.4424,0.6584,0.2445,0.0,0.3683,0
KM-123,60.71,34998,69.66,48.74,63673.8,53,4,0,0.5686,0.2894,0.0795,0.0,0.2872,1
KM-112,20.13,26338,56.42,61.11,22671.2,52,3,0,0.1905,0.1889,0.4212,0.0,0.1982,1
KM-123,76.85,26479,47.69,46.23,149658.2,28,2,0,0.6905,0.1904,0.7344,0.0,0.4362,0
KM-118,35.84,19814,74.54,61.28,22252.0,31,1,1,0.1784,0.2033,0.0465,0.0,0.1226,0
KM-108,32.33,60287,61.84,61.42,90371.0,145,2,1,0.2045,0.7342,0.3439,0.0,0.3239,0
KM-122,70.25,34455,59.15,104.51,121235.3,106,1,3,0.5435,0.5226,0.3929,0.9859,0.5966,1
KM-118,47.38,66982,59.59,86.22,120164.5,48,1,1,0.2745,0.8461,0.2886,0.4635,0.458,1
KM-113,85.09,68568,46.14,79.06,106380.0,90,5,0,0.974,0.7935,0.8893,0.259,0.7689,0
KM-121,30.08,51818,46.4,94.54,54998.8,166,2,0,0.1905,0.5213,0.993,0.7012,0.5358,0
KM-103,85.46,73779,59.49,95.71,144287.1,52,1,0,0.7803,0.8857,0.2985,0.7345,0.7011,0
KM-107,58.0,54772,61.82,81.02,14365.0,81,0,1,0.3364,0.6465,0.2486,0.3148,0.3921,1
KM-108,87.87,78485,61.35,100.47,142517.2,13,1,1,0.8221,1.0,0.1656,0.8706,0.745,0
KM-118,51.16,53509,74.98,91.17,74626.5,94,3,1,0.4118,0.627,0.141,0.6048,0.45,0
KM-120,50.89,79388,41.76,47.09,101453.0,52,4,0,0.4589,0.9885,1.0,0.0,0.6078,0
KM-113,15.04,55200,46.62,100.34,126734.3,107,3,1,0.1726,0.6532,0.8957,0.8669,0.5762,0
KM-121,80.16,76319,53.56,48.97,8352.2,54,0,0,0.6425,0.9318,0.5387,0.0,0.5656,0
KM-124,7.71,24666,50.28,47.49,116491.6,17,1,0,0.0559,0.1712,0.6142,0.0,0.1852,0
KM-105,84.64,45757,49.71,61.9,173588.1,52,2,0,0.8163,0.4326,0.6895,0.0,0.5318,0
KM-103,17.8,71427,49.14,65.6,151050.1,114,1,0,0.0817,0.8436,0.8055,0.0,0.4006,1
KM-112,29.57,77524,55.64,75.09,48165.3,118,3,3,0.2374,1.0,0.5516,0.1455,0.4725,1
KM-112,82.85,33299,54.39,69.14,159802.7,84,2,0,0.7864,0.2685,0.5503,0.0,0.4524,0
KM-102,21.62,24929,61.13,96.79,148936.6,116,1,0,0.0967,0.1739,0.3287,0.7654,0.2962,0
KM-114,61.9,75711,44.08,77.8,162922.3,112,0,0,0.3832,0.9207,1.0,0.2229,0.6089,0
KM-121,78.89,69309,58.31,86.98,76900.0,138,1,2,0.6723,0.9664,0.4746,0.4852,0.6689,0
KM-123,37.54,21922,74.32,57.88,16766.0,2,1,1,0.1909,0.2234,0.003,0.0,0.1233,0
KM-113,56.12,7078,59.64,59.77,79120.9,94,2,0,0.4149,0.0263,0.3552,0.0,0.2228,1
KM-120,7.45,55710,47.64,104.37,105526.4,170,3,0,0.1556,0.5811,0.9494,0.9819,0.586,0
KM-117,55.16,9848,69.21,66.5,164756.2,163,0,0,0.3042,0.0432,0.2445,0.0,0.1662,0
KM-122,73.57,50420,56.07,63.2,168197.1,6,1,0,0.5912,0.5003,0.3662,0.0,0.4053,0
KM-115,47.8,12795,48.74,84.25,113366.8,132,2,0,0.3285,0.064,0.8483,0.4071,0.3821,1
KM-119,74.62,16086,63.16,49.61,67066.6,100,2,0,0.6568,0.0902,0.2235,0.0,0.2971,0
KM-107,27.98,38952,55.54,90.0,98040.7,128,1,0,0.1283,0.3398,0.5702,0.5715,0.3582,1
KM-116,79.46,63653,45.47,58.21,95698.3,31,0,0,0.6313,0.7097,0.8277,0.0,0.5639,0
KM-109,33.17,51113,71.02,101.06,165373.6,125,2,1,0.2101,0.5907,0.1875,0.8874,0.4362,0
KM-102,79.2,56468,63.03,45.48,170055.6,108,2,1,0.7273,0.673,0.2407,0.0,0.471,0
KM-105,86.14,69207,70.95,78.56,149985.4,43,4,3,0.9421,1.0,0.0645,0.2447,0.6416,0
KM-111,45.9,32721,40.9,81.21,120413.5,18,0,1,0.2106,0.3416,0.9909,0.3203,0.4214,0
KM-115,42.79,36699,59.13,70.03,33039.5,112,3,0,0.3331,0.3107,0.403,0.0009,0.275,0
KM-125,64.55,9307,51.75,49.61,46124.0,85,2,0,0.5167,0.0397,0.6576,0.0,0.3223,0
KM-112,8.23,26553,41.77,47.36,105441.2,18,4,0,0.2068,0.1912,0.9561,0.0,0.3114,0
KM-113,55.96,6877,59.05,61.51,129151.8,72,2,0,0.4131,0.0252,0.3461,0.0,0.2201,0
KM-111,77.51,62692,51.11,60.56,20328.5,90,0,1,0.6008,0.7737,0.6904,0.0,0.5418,0
KM-123,24.0,67630,41.8,74.55,82368.7,143,1,0,0.1076,0.7773,1.0,0.1301,0.458,0
KM-105,73.41,71469,52.13,69.46,26974.0,146,0,0,0.539,0.8444,0.7338,0.0,0.5465,0
KM-123,77.26,7364,52.07,65.24,59584.6,73,1,0,0.6469,0.0279,0.6268,0.0,0.3587,0
KM-125,17.7,42347,43.7,47.72,119867.5,75,2,0,0.1313,0.3851,0.9647,0.0,0.3352,0
KM-110,50.42,5675,74.2,92.63,120399.0,85,2,1,0.3542,0.0989,0.1275,0.6465,0.3035,0
KM-124,55.78,15758,72.71,86.35,149072.8,119,0,1,0.3112,0.1674,0.1785,0.467,0.2799,0
KM-117,85.09,8135,50.29,57.62,138938.6,130,2,0,0.8241,0.0324,0.7833,0.0,0.4532,1
KM-111,81.22,50346,63.68,80.65,110551.3,144,0,0,0.6597,0.4992,0.2689,0.3044,0.4704,0
KM-125,6.65,71409,64.23,59.0,114432.8,105,1,1,0.0544,0.9233,0.1882,0.0,0.2875,1
KM-118,9.05,44169,46.42,80.65,76990.5,73,1,0,0.0582,0.4102,0.8527,0.3042,0.3543,0
KM-120,48.44,29992,63.55,88.46,91204.8,130,2,2,0.3347,0.3895,0.253,0.5273,0.3706,0
KM-110,54.2,31564,61.03,65.46,165521.9,76,0,5,0.2938,0.6478,0.2727,0.0,0.3193,0
KM-113,66.17,8697,60.34,60.22,137358.5,144,0,1,0.4378,0.1158,0.4023,0.0,0.2627,0
KM-114,70.59,59255,71.59,95.24,27289.7,46,0,0,0.4983,0.6375,0.069,0.721,0.4918,0
KM-115,49.91,44116,71.3,83.69,55444.0,79,1,0,0.2991,0.4095,0.1185,0.3913,0.309,0
KM-114,6.16,70590,68.53,98.66,149131.1,133,1,1,0.0538,0.9089,0.1995,0.819,0.4497,0
KM-125,40.09,26216,51.02,50.8,35957.0,54,2,3,0.2607,0.4276,0.6401,0.0,0.3262,0
KM-117,49.01,8493,60.73,86.68,68817.4,163,1,1,0.2902,0.1146,0.4153,0.4765,0.3086,0
KM-119,50.0,8130,61.67,56.2,9495.7,86,1,1,0.3,0.1124,0.2622,0.0,0.1855,0
KM-108,91.71,53975,49.88,62.88,53622.9,137,0,0,0.8411,0.5542,0.8103,0.0,0.595,1
KM-112,47.67,56734,48.18,83.27,148511.8,38,1,0,0.2773,0.5972,0.7298,0.379,0.4681,0
KM-117,60.23,72232,74.2,77.69,28745.5,175,2,0,0.4627,0.8579,0.2625,0.2196,0.4729,0
KM-114,35.36,78362,71.9,46.26,60260.3,121,4,2,0.325,1.0,0.1815,0.0,0.4001,0
KM-109,27.58,41475,60.29,65.74,147759.6,29,1,0,0.1261,0.3733,0.2319,0.0,0.1838,0
KM-117,14.57,19157,52.42,69.04,25150.6,179,0,1,0.0212,0.1972,0.7719,0.0,0.2111,0
KM-106,45.98,56512,72.92,83.93,172049.0,169,0,0,0.2115,0.5937,0.2535,0.3979,0.3527,0
KM-118,41.13,46875,50.41,54.75,123233.7,4,1,0,0.2192,0.4485,0.5897,0.0,0.3068,0
KM-118,83.47,70922,44.08,60.26,56706.9,123,2,0,0.7968,0.8347,1.0,0.0,0.6875,0
KM-103,18.63,8354,53.0,81.86,96641.1,174,3,1,0.1847,0.1137,0.7408,0.339,0.309,0
KM-118,32.63,29926,72.93,52.46,158148.4,87,1,2,0.1565,0.3888,0.1305,0.0,0.1781,0
KM-105,5.94,66449,56.84,93.58,171343.2,155,2,0,0.1035,0.757,0.5587,0.6737,0.472,0
KM-121,44.59,23195,40.84,51.99,27241.8,135,2,0,0.2988,0.1561,1.0,0.0,0.3436,1
KM-111,79.37,79545,49.26,75.21,16919.1,172,2,0,0.73,0.9915,0.8877,0.1489,0.7107,1
KM-114,19.82,79002,61.9,79.3,37346.7,160,2,2,0.1393,1.0,0.3641,0.2656,0.4247,0
KM-115,17.87,63217,47.08,68.2,13951.3,111,3,0,0.1819,0.7025,0.8833,0.0,0.4159,0
KM-119,10.58,30831,60.09,78.96,158655.9,60,1,4,0.0612,0.5592,0.2866,0.256,0.2698,0
KM-110,90.14,10837,55.9,72.09,168962.4,89,0,0,0.8125,0.0499,0.4975,0.0598,0.4083,0
KM-109,19.95,15506,64.18,88.73,13220.3,141,0,0,0.0398,0.0853,0.2445,0.5351,0.1912,0
KM-125,9.99,2079,54.38,74.38,77702.5,68,0,0,0.01,0.0042,0.5269,0.1251,0.1349,0
KM-108,54.49,33230,53.76,59.22,21969.0,118,1,1,0.3469,0.3477,0.6266,0.0,0.3337,0
KM-112,11.55,70322,69.53,64.5,125276.7,14,1,0,0.0633,0.8241,0.021,0.0,0.2324,0
KM-123,60.1,57759,67.97,65.05,132902.3,92,2,0,0.4613,0.6135,0.138,0.0,0.3424,1
KM-105,67.28,14921,62.83,72.58,123258.2,126,2,1,0.5527,0.1605,0.2758,0.0737,0.3035,1
KM-112,70.72,52413,70.79,99.42,178518.2,65,1,2,0.5501,0.6903,0.0975,0.8406,0.5527,0
KM-118,56.8,22398,51.03,58.48,17101.9,47,0,0,0.3227,0.1481,0.6295,0.0,0.2759,0
KM-120,67.94,30320,66.07,69.74,39257.2,40,2,0,0.5616,0.2333,0.06,0.0,0.2669,0
KM-117,67.46,52137,50.09,45.39,91841.9,38,0,0,0.4551,0.5261,0.6535,0.0,0.4215,1
KM-103,20.7,2378,42.13,46.86,130022.5,116,1,1,0.0928,0.0851,1.0,0.0,0.2538,1
KM-111,57.93,31607,60.89,93.61,80192.8,16,1,0,0.3856,0.2483,0.1883,0.6746,0.3696,1
KM-116,22.88,2462,53.47,71.16,108958.7,21,2,0,0.1523,0.0054,0.4929,0.0331,0.1599,0
KM-125,24.26,60123,52.61,81.29,72804.0,168,3,0,0.2089,0.6515,0.7475,0.3226,0.45,0
KM-123,64.63,39990,63.21,85.74,168054.6,170,1,0,0.4677,0.3534,0.3268,0.4498,0.4074,0
KM-114,10.14,60658,47.72,53.29,155344.6,120,1,1,0.0603,0.7402,0.8711,0.0,0.3804,0
KM-122,41.96,18174,61.71,93.23,19651.9,157,2,2,0.2761,0.2683,0.367,0.6636,0.3698,1
KM-102,91.87,77646,62.12,88.57,69218.2,99,2,0,0.944,0.9562,0.2637,0.5305,0.7283,1
KM-119,52.11,20773,67.42,99.56,69790.6,35,1,1,0.3215,0.2123,0.0525,0.8444,0.345,0
KM-125,86.29,21711,68.43,49.94,109994.4,83,3,1,0.8946,0.2214,0.1245,0.0,0.3934,0
KM-123,81.8,20581,51.61,75.03,118001.9,26,1,0,0.7191,0.1305,0.5747,0.1439,0.428,1
KM-114,45.09,22045,63.18,90.11,147090.6,20,2,2,0.3033,0.3047,0.1028,0.5746,0.3178,0
KM-103,83.57,21213,50.75,96.58,172907.6,172,0,2,0.6985,0.2965,0.828,0.7595,0.6361,0
KM-105,51.0,17766,56.7,92.58,176717.3,3,1,2,0.3101,0.2647,0.3364,0.6453,0.371,0
KM-117,32.38,48766,61.42,63.38,62068.9,79,3,0,0.2549,0.4759,0.2617,0.0,0.2605,0
KM-109,16.91,76452,44.87,45.64,100245.0,1,0,0,0.0286,0.9342,0.8065,0.0,0.4049,0
KM-102,20.07,35758,70.8,75.33,93857.6,38,0,0,0.0403,0.2988,0.057,0.1523,0.1307,0
KM-105,64.68,12357,54.53,70.33,142386.2,35,3,0,0.5684,0.0607,0.4713,0.0095,0.3103,1
KM-104,51.16,49517,50.91,95.74,50430.6,16,1,1,0.3117,0.567,0.5878,0.7354,0.5155,1
KM-111,87.35,32551,49.85,94.33,136748.5,110,2,1,0.863,0.3395,0.771,0.6952,0.6802,1
KM-111,71.96,11400,65.16,51.64,11228.3,70,0,0,0.5179,0.0538,0.105,0.0,0.2157,0
KM-124,8.51,78239,68.08,65.47,82732.1,39,4,1,0.2072,1.0,0.0585,0.0,0.3342,0
KM-118,93.82,38333,67.39,98.19,74762.4,114,0,1,0.8802,0.4117,0.171,0.8054,0.6063,1
KM-112,90.86,39871,42.4,104.51,171494.5,113,1,0,0.8756,0.3518,1.0,0.9861,0.7916,0
KM-123,25.15,23813,55.35,103.65,146376.5,169,2,2,0.1633,0.3224,0.6394,0.9614,0.4579,0
KM-115,75.48,2301,65.13,62.02,62099.4,35,1,1,0.6198,0.0849,0.0525,0.0,0.2486,0
KM-101,27.23,75219,55.4,73.97,42150.0,65,2,3,0.1741,1.0,0.4814,0.1135,0.4299,0
KM-113,40.4,79863,45.6,86.47,34324.1,125,3,1,0.3132,1.0,0.9637,0.4707,0.6465,0
KM-119,38.96,15380,46.51,102.05,41732.1,79,2,0,0.2518,0.0843,0.8582,0.9157,0.464,0
KM-125,68.54,41544,57.78,82.21,88604.9,157,1,0,0.5197,0.3742,0.5241,0.349,0.4501,1
KM-109,52.8,77290,68.91,86.79,166712.8,105,1,1,0.3288,1.0,0.1575,0.4798,0.4925,1
KM-102,66.99,56421,48.46,70.56,174355.0,170,3,2,0.5988,0.7523,0.9164,0.016,0.5841,0
KM-102,39.04,73902,54.46,56.96,77164.1,74,2,0,0.2524,0.8879,0.5326,0.0,0.4168,0
KM-114,31.82,32376,48.11,95.94,74522.5,62,2,1,0.2012,0.3375,0.7688,0.741,0.4568,0
KM-121,54.2,79518,49.88,49.86,158407.4,42,0,1,0.2938,1.0,0.6677,0.0,0.4864,0
KM-117,15.34,24889,57.57,79.99,106318.9,108,0,0,0.0235,0.1735,0.4592,0.2854,0.2005,0
KM-105,83.54,53057,72.17,70.43,64873.2,92,2,2,0.7978,0.7001,0.138,0.0122,0.4843,0
KM-124,35.77,39762,67.87,94.98,177509.4,100,5,0,0.3779,0.3504,0.15,0.7136,0.3926,0
KM-116,39.87,73903,66.21,66.42,116080.2,80,1,0,0.209,0.8879,0.12,0.0,0.3191,0
KM-101,72.37,69546,73.85,87.91,172498.6,142,3,1,0.6738,0.8905,0.213,0.5116,0.6034,0
KM-121,23.54,43919,41.37,103.64,47411.9,23,1,3,0.1054,0.6468,0.9795,0.9611,0.5867,0
KM-104,42.65,78355,62.7,49.11,162044.5,22,0,2,0.1819,1.0,0.1251,0.0,0.3387,1
KM-116,57.55,23884,67.19,95.85,36818.1,131,0,1,0.3312,0.2431,0.1965,0.7387,0.3637,0
KM-106,24.06,67708,69.28,87.26,167504.5,125,4,0,0.2579,0.7786,0.1875,0.4931,0.421,1
KM-117,15.92,44965,68.41,73.94,15029.3,170,0,0,0.0253,0.4214,0.255,0.1125,0.1877,0
KM-104,57.44,69619,66.68,80.5,38604.1,51,1,0,0.38,0.8118,0.0765,0.3001,0.4113,0
KM-111,17.27,67275,46.91,93.31,37511.0,106,2,0,0.1298,0.7712,0.8824,0.666,0.5479,0
KM-118,11.27,12283,72.29,75.14,62379.7,166,3,0,0.1627,0.0602,0.249,0.1469,0.1512,1
KM-119,71.66,10111,51.36,85.37,64021.7,70,1,1,0.5635,0.1249,0.6505,0.439,0.4464,1
KM-125,46.11,56087,44.0,60.32,149895.9,170,0,1,0.2126,0.667,1.0,0.0,0.4412,1
KM-120,43.25,42302,44.13,47.71,81632.5,2,1,0,0.237,0.3845,0.8378,0.0,0.3467,0
KM-118,36.16,38265,51.63,63.93,23659.1,172,1,3,0.1807,0.5708,0.7926,0.0,0.3645,0
KM-125,30.67,12154,63.98,62.4,40256.2,54,0,0,0.0941,0.0592,0.1218,0.0,0.0721,0
KM-125,48.71,50156,45.76,48.83,60543.0,3,3,0,0.3872,0.4964,0.7741,0.0,0.4145,0
KM-113,82.46,12211,42.79,85.99,168199.2,88,1,2,0.73,0.2196,1.0,0.4568,0.6018,0
KM-111,85.93,3892,49.5,63.97,152869.9,127,2,1,0.8384,0.0907,0.8103,0.0,0.4782,0
KM-104,25.32,62465,73.05,104.73,83798.4,168,0,1,0.0641,0.77,0.252,0.9923,0.4638,0
KM-108,55.89,57116,51.13,45.53,71873.3,97,0,2,0.3123,0.7633,0.7004,0.0,0.4402,0
KM-105,92.93,49353,66.3,101.48,123408.0,78,0,0,0.8635,0.4845,0.117,0.8994,0.6267,0
KM-107,68.07,47762,67.93,89.31,16164.0,83,1,2,0.5134,0.6213,0.1245,0.5518,0.4703,0
KM-123,38.95,43292,46.32,101.86,43285.0,105,2,0,0.2517,0.3981,0.9046,0.9103,0.5506,1
KM-116,10.26,12332,50.12,67.16,121155.0,17,1,2,0.0605,0.2205,0.6206,0.0,0.2004,0
KM-106,76.61,75160,49.88,80.12,49872.3,49,2,0,0.6869,0.9106,0.6783,0.2891,0.6615,0
KM-119,51.3,78527,56.34,66.58,98827.2,143,2,1,0.3632,1.0,0.5609,0.0,0.4893,0
KM-118,82.67,39523,42.41,77.98,78003.7,95,1,0,0.7334,0.3472,1.0,0.2281,0.5891,1
KM-123,92.47,50316,54.06,75.17,151904.3,147,1,0,0.905,0.4988,0.6581,0.1476,0.6026,1
KM-120,92.59,16366,40.33,49.52,70774.2,69,0,1,0.8574,0.1725,1.0,0.0,0.5432,1
KM-110,27.93,74690,74.43,48.01,21921.5,92,3,0,0.228,0.9021,0.138,0.0,0.3329,1
KM-120,59.53,31373,56.0,62.42,103338.7,141,3,1,0.5044,0.3256,0.5716,0.0,0.3723,0
KM-101,75.67,44226,61.53,100.61,173360.2,116,1,1,0.6226,0.491,0.3129,0.8747,0.5782,0
KM-106,90.69,29690,54.17,104.93,14619.1,21,1,1,0.8725,0.3061,0.4645,0.9979,0.6744,1
KM-120,33.48,25502,64.95,68.57,50274.4,87,4,3,0.3121,0.42,0.1325,0.0,0.2407,0
KM-104,72.38,32556,74.84,62.25,99188.5,81,1,0,0.5739,0.2596,0.1215,0.0,0.2901,1
KM-112,81.05,52012,58.03,104.42,111984.8,17,2,1,0.7569,0.6042,0.3043,0.9833,0.6735,1
KM-124,35.23,50570,60.18,65.52,146746.3,65,0,1,0.1241,0.5826,0.2904,0.0,0.2472,1
KM-107,51.0,43863,73.84,79.27,156100.5,167,1,1,0.3101,0.486,0.2505,0.2649,0.3331,0
KM-104,13.32,63501,49.19,79.87,130679.4,179,2,2,0.1177,0.8672,0.901,0.2821,0.4946,0
KM-111,20.57,77958,49.57,89.19,14040.0,68,1,1,0.0923,1.0,0.7191,0.5482,0.5358,0
KM-112,22.3,7523,74.12,69.67,82824.7,108,2,1,0.1497,0.1088,0.162,0.0,0.112,0
KM-123,5.7,53709,74.53,61.7,74198.2,15,0,1,0.0032,0.6301,0.0225,0.0,0.1632,0
KM-122,65.94,12826,42.54,56.95,65868.9,7,1,0,0.4848,0.0642,0.9088,0.0,0.3675,0
KM-120,24.22,50476,65.28,45.44,94098.7,21,4,0,0.2587,0.5012,0.0315,0.0,0.2221,0
KM-124,50.53,78095,43.2,89.8,7204.4,6,1,0,0.3054,0.9645,0.8809,0.5656,0.6373,0
KM-125,74.99,42025,51.53,86.6,139093.0,111,0,5,0.5624,0.7807,0.7054,0.4744,0.628,1
KM-113,59.87,71601,45.47,90.11,104447.0,173,0,0,0.3585,0.8467,1.0,0.5745,0.652,0
KM-107,20.67,27505,62.11,76.12,13954.0,75,1,1,0.0927,0.2816,0.2281,0.175,0.1835,0
KM-102,28.23,61102,50.43,72.3,33621.9,151,0,3,0.0797,0.9075,0.8094,0.0658,0.4298,0
KM-108,56.96,63515,49.29,93.41,49066.2,18,1,0,0.3745,0.7074,0.6552,0.6688,0.5727,1
KM-110,28.86,16994,64.21,92.7,33587.0,54,2,1,0.1833,0.1779,0.1127,0.6486,0.2609,0
KM-121,16.62,74495,62.51,63.94,113765.8,154,1,0,0.0776,0.8986,0.3307,0.0,0.3179,0
